date,experimenter,coder,kidid,gender,race,birthday,age (months),age (years),bilingual,2ndlang,trial,standard,standard_number,standardlabel,order,condition,response,dimension,notes,exclude?,confused?,more than one,material comment
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
,,,,,,,,0.00,,,,,,,,,,,,,,,
